imageFilePath,rMean,gMean,bMean,rStdDev,gStdDev,bStdDev,skyline/individual
data/Wilshire Grand Center/11339.jpg,123.9562531,127.6570367,129.1327379,75.87731865,84.3891834,88.9927894,individual
data/Salesforce Tower/4525.jpg,131.9346441,141.9562322,163.2938118,58.25848848,48.70103374,53.91181551,individual
data/Wilshire Grand Center/13948.jpg,73.13593926,72.77674132,94.55891006,26.45781269,24.98520436,29.47238045,skyline
data/Comcast Center - Philadelphia/4117.jpg,79.92808246,77.67852474,73.39811544,57.34552766,57.4442106,58.95438063,individual
data/Wilshire Grand Center/9646.jpg,140.5867468,126.6828245,104.3864228,41.32638372,44.03664423,46.02166425,skyline
data/Four Seasons Place - Kuala Lumpur/1810.jpg,102.4241104,97.53573533,90.37866885,58.78208114,53.91849569,51.55097495,individual
data/China Resources HQ - Shenzhen/24.jpg,147.6111071,145.701343,144.090163,80.3619779,82.29709241,83.9959001,individual
data/Wilshire Grand Center/11051.jpg,122.457606,124.7723762,127.5948842,78.90953292,80.82287465,83.89160562,individual
data/Wilshire Grand Center/10186.jpg,77.25876111,65.03871111,57.14698056,61.90317869,57.88499164,51.89725656,individual
data/Wilshire Grand Center/14508.jpg,101.9048675,112.3722247,126.2138642,59.83019838,64.51546532,75.922994,individual
data/Wilshire Grand Center/8535.jpg,102.9394086,114.9262657,136.5499306,66.91448704,58.91065934,60.88556236,individual
data/Salesforce Tower/9606.jpg,67.48759365,56.5115757,44.02253819,68.42400019,63.02522537,56.08421314,individual
data/Wilshire Grand Center/15785.jpg,43.98825516,33.19066487,25.91122303,53.1762422,40.73148827,31.69265644,skyline
data/Salesforce Tower/5822.jpg,70.40932846,76.8788592,82.19683202,66.02009269,70.21404314,75.64491172,individual
data/Wilshire Grand Center/4344.jpg,112.2487534,113.4722744,111.4844433,65.21770178,64.85915625,67.72068326,individual
data/Wilshire Grand Center/16724.jpg,113.8490237,117.6534578,116.5070436,68.18173691,65.80798155,71.22491817,skyline
data/Wilshire Grand Center/16656.jpg,98.76896526,96.04766101,96.36311519,71.81550092,66.71257229,70.1637185,skyline
data/Wilshire Grand Center/10131.jpg,128.1819272,121.6974243,113.9827367,70.10032464,70.54235678,74.9245568,skyline
data/Four Seasons Place - Kuala Lumpur/1001.jpg,123.8234774,143.4120789,130.2003021,59.15580771,60.03986618,60.83106653,skyline
data/Wilshire Grand Center/3087.jpg,110.7253514,107.8389928,100.7783767,62.02613218,62.35951157,62.66551106,individual
data/Wilshire Grand Center/12271.jpg,96.16625755,100.6837193,99.7886926,55.23780523,53.41570273,53.37237414,individual
data/Wilshire Grand Center/13919.jpg,98.32821158,122.2117351,142.5436723,54.6610148,58.43601412,70.77231936,individual
data/Wilshire Grand Center/7462.jpg,40.69533297,54.17746659,80.50184414,55.16436447,46.87715317,45.86194044,skyline
data/Wilshire Grand Center/10086.jpg,119.4193115,137.6838443,157.5496826,60.29455834,61.28516003,67.43889532,individual
data/Wilshire Grand Center/10679.jpg,104.2497593,104.802258,107.8974609,66.55737309,68.27145089,72.21838014,individual
data/Four Seasons Place - Kuala Lumpur/1622.jpg,102.4241104,97.53573533,90.37866885,58.78208114,53.91849569,51.55097495,skyline
data/Comcast Center - Philadelphia/5381.jpg,125.4172115,121.8735595,129.1538069,91.79353976,86.40147974,78.67823337,skyline
data/Wilshire Grand Center/11380.jpg,99.22041321,101.8406355,103.0553453,86.06625537,85.95305917,86.7197581,skyline
data/Comcast Center - Philadelphia/3600.jpg,74.86725871,73.10480372,66.17315801,69.28981347,66.99201729,68.13728673,individual
data/Four Seasons Place - Kuala Lumpur/1637.jpg,100.4301453,78.69395752,58.25690765,67.23508498,52.40087962,36.1583444,skyline
data/Four Seasons Place - Kuala Lumpur/2651.jpg,48.84061305,40.85254669,42.98875936,39.03476773,28.642686,30.12728689,skyline
data/Wilshire Grand Center/14843.jpg,116.4751714,129.8326785,139.8550275,63.97252502,60.63515936,63.67041602,individual
data/Four Seasons Place - Kuala Lumpur/3121.jpg,48.84061305,40.85254669,42.98875936,39.03476773,28.642686,30.12728689,skyline
data/Four Seasons Place - Kuala Lumpur/484.jpg,111.3595761,109.2382036,110.4478461,74.19376024,68.5016891,66.81860282,skyline
data/Wilshire Grand Center/11208.jpg,89.58346729,115.6711393,139.8451062,70.05091328,63.58084925,74.86906594,individual
data/Four Seasons Place - Kuala Lumpur/875.jpg,128.4391556,129.2906151,125.0392253,70.229666,70.52907334,72.27521308,skyline
data/Wilshire Grand Center/12601.jpg,120.805152,118.8482412,117.8317023,79.42158021,80.65806793,80.57209219,individual
data/Wilshire Grand Center/12414.jpg,98.37919221,93.79947726,89.21686694,66.24987524,67.00929163,66.52707139,individual
data/Comcast Center - Philadelphia/5258.jpg,139.8573654,140.7527013,140.4143874,60.11733386,57.73851938,53.33418575,skyline
data/Wilshire Grand Center/7697.jpg,123.456262,113.417745,89.19750468,70.8533834,61.52364985,52.77898502,individual
data/Wilshire Grand Center/13443.jpg,80.24712292,100.8459479,105.385975,58.4643161,73.53201374,78.73733125,individual
data/Comcast Center - Philadelphia/4965.jpg,64.96056507,75.99642323,93.33579,47.54104567,62.32906892,88.9688918,individual
data/China Resources HQ - Shenzhen/725.jpg,146.0373406,153.5048947,162.3475436,73.61746954,69.25577964,64.9781495,individual
data/Wilshire Grand Center/16221.jpg,116.689466,123.4707417,141.5920643,67.82366226,66.06076104,60.3607476,skyline
data/Four Seasons Place - Kuala Lumpur/3052.jpg,93.98660439,132.0592491,147.0551051,54.45492955,60.52774109,75.79805433,skyline
data/Wilshire Grand Center/13390.jpg,126.8831571,126.2089971,124.0833261,88.44934113,88.76015075,88.80950408,individual
data/Wilshire Grand Center/3689.jpg,76.02978647,73.05730469,63.17419256,63.85050536,63.48403786,66.9338161,individual
data/Wilshire Grand Center/17016.jpg,70.76707765,100.7043644,127.6728198,58.21391814,60.96578355,70.85023706,individual
data/Salesforce Tower/6837.jpg,96.59022708,98.48520208,111.0226146,44.9475608,53.25191164,61.40395053,individual
data/Four Seasons Place - Kuala Lumpur/1627.jpg,128.4391556,129.2906151,125.0392253,70.229666,70.52907334,72.27521308,skyline
data/Wilshire Grand Center/5728.jpg,111.5849458,106.3526896,103.9082833,49.73734153,45.5657096,41.24408261,individual
data/Wilshire Grand Center/281.jpg,139.8420479,149.7891377,147.2425449,40.61199386,43.0763499,47.78280268,skyline
data/Wilshire Grand Center/13317.jpg,108.1788667,110.7558903,112.7844743,65.11891476,65.87113719,67.78673463,individual
data/Wilshire Grand Center/14477.jpg,125.9989813,126.8917867,117.4152533,43.93616672,41.77728636,41.83933437,individual
data/Wilshire Grand Center/3686.jpg,168.1602633,184.4747415,185.5221982,66.37656602,54.59282916,48.68930467,individual
data/Wilshire Grand Center/15707.jpg,35.30563907,33.45604714,43.43922842,45.71549403,38.04467359,37.96122064,skyline
data/Wilshire Grand Center/13589.jpg,23.89495432,72.80151712,139.1409049,50.37851249,40.23636722,69.99482483,skyline
data/Four Seasons Place - Kuala Lumpur/3269.jpg,56.19099446,53.01060636,84.81436877,39.14013688,39.70759007,43.45397245,individual
data/Wilshire Grand Center/17015.jpg,86.0989489,125.8206361,163.3190886,72.36895269,68.56520796,75.60459364,individual
data/Four Seasons Place - Kuala Lumpur/39.jpg,100.4301453,78.69395752,58.25690765,67.23508498,52.40087962,36.1583444,skyline
data/Salesforce Tower/9051.jpg,102.9837074,99.60763168,95.83444087,77.15576236,80.23613998,81.09324125,individual
data/Wilshire Grand Center/4741.jpg,108.0209516,108.8877627,108.9126498,68.59758772,63.3498133,56.77726076,individual
data/Wilshire Grand Center/7604.jpg,102.6017086,98.15165251,86.76984375,68.91647329,59.80754309,49.17791776,individual
data/China Resources HQ - Shenzhen/63.jpg,113.2807002,134.8566007,154.19095,61.06153368,61.19415574,69.96591384,skyline
data/Wilshire Grand Center/11.jpg,121.9592726,81.92760067,58.90669141,94.44427543,69.16238297,59.01855485,skyline
data/Comcast Center - Philadelphia/4716.jpg,132.4971043,145.0747898,155.8858693,56.73300054,66.23915211,74.8272783,skyline
data/Wilshire Grand Center/6353.jpg,168.1602633,184.4747415,185.5221982,66.37656602,54.59282916,48.68930467,individual
data/Wilshire Grand Center/10341.jpg,165.1742042,163.777141,165.8879306,59.76856593,60.80356305,60.31963878,individual
data/Four Seasons Place - Kuala Lumpur/990.jpg,127.5832709,125.4467282,118.6445851,80.28307656,78.34093571,81.97328178,individual
data/Wilshire Grand Center/15994.jpg,38.00075625,32.01424931,29.54684931,50.13172622,41.59129774,36.9600937,skyline
data/Wilshire Grand Center/9347.jpg,75.69359558,65.95268562,62.77950079,58.12512137,50.12864268,48.39489384,individual
data/Wilshire Grand Center/5968.jpg,122.7418815,116.7793132,107.5127018,44.2198452,43.20902742,44.40683814,individual
data/Comcast Center - Philadelphia/4894.jpg,108.6033096,109.0793622,110.2645569,62.74399002,65.43306702,68.95717093,individual
data/Wilshire Grand Center/9724.jpg,124.0291837,127.3364712,135.1462851,60.54347085,56.70585433,55.24756797,individual
data/Wilshire Grand Center/14057.jpg,119.6710799,123.1269722,128.9241896,60.95546812,60.73837885,62.53411392,individual
data/Salesforce Tower/5378.jpg,120.8261542,114.84935,118.2248375,59.18071852,59.61023867,72.13279679,skyline
data/Wilshire Grand Center/11143.jpg,128.7339783,129.3459795,127.6526862,90.20245596,89.2254551,89.50125672,individual
data/Wilshire Grand Center/13325.jpg,68.01429085,79.71255172,97.26012294,64.64959983,72.36723363,79.32574222,individual
data/Four Seasons Place - Kuala Lumpur/3314.jpg,102.4241104,97.53573533,90.37866885,58.78208114,53.91849569,51.55097495,skyline
data/Wilshire Grand Center/10965.jpg,157.9033651,158.4023159,157.7537835,67.02391073,69.12806348,72.68241748,individual
data/Wilshire Grand Center/16638.jpg,113.7089794,124.2243896,141.7787623,71.40778791,63.03578734,64.00133733,skyline
data/Comcast Center - Philadelphia/2832.jpg,114.8918389,138.7842466,161.6995444,48.308716,42.10659946,49.32354678,individual
data/Salesforce Tower/7470.jpg,131.0587778,114.4469139,105.4461181,56.90293936,54.92522435,73.89484302,individual
data/Comcast Center - Philadelphia/5265.jpg,73.90866315,81.89009998,100.2048792,51.26313661,66.13329317,85.89026237,individual
data/Wilshire Grand Center/10189.jpg,70.65386944,58.12829167,53.75351944,52.45890611,50.86293733,48.12488546,skyline
data/Wilshire Grand Center/15198.jpg,96.57725491,98.70179029,91.87056245,71.00327328,70.29702157,78.00524299,individual
data/Wilshire Grand Center/11056.jpg,127.098838,125.7152744,125.2587602,73.13695131,73.92218006,74.43632949,individual
data/Wilshire Grand Center/14307.jpg,86.45265286,104.6678175,124.6120279,62.71905231,70.1168621,82.54972576,skyline
data/Wilshire Grand Center/8628.jpg,91.28159644,89.80168356,93.95093867,61.0003272,61.82320566,60.28879309,individual
data/Comcast Center - Philadelphia/5110.jpg,118.2931824,93.30114237,76.172209,68.23334622,70.47906246,57.35429477,skyline
data/Wilshire Grand Center/15256.jpg,54.56761437,85.29429193,114.2594578,67.84571548,49.25912736,59.07694788,individual
data/Wilshire Grand Center/14915.jpg,114.2325033,146.0416243,180.9729089,45.34291849,50.51768245,68.12618807,individual
data/Salesforce Tower/1434.jpg,82.35663333,115.0816083,140.74925,51.87260224,42.08627882,58.15935343,individual
data/Wilshire Grand Center/13039.jpg,101.1866523,102.9243418,107.9000922,71.7051136,69.93341759,66.76143866,individual
data/Four Seasons Place - Kuala Lumpur/791.jpg,100.4301453,78.69395752,58.25690765,67.23508498,52.40087962,36.1583444,skyline
data/Wilshire Grand Center/15021.jpg,84.80477474,124.4378574,151.9138585,79.64284271,59.5745913,65.39296116,individual
data/Comcast Center - Philadelphia/4754.jpg,131.1079559,100.451917,76.17279434,65.06891929,56.4687659,52.5550039,individual
data/Wilshire Grand Center/13604.jpg,100.5535715,109.648566,116.8774889,75.0729094,80.17685544,84.70001104,individual
data/Four Seasons Place - Kuala Lumpur/3210.jpg,111.3595761,109.2382036,110.4478461,74.19376024,68.5016891,66.81860282,skyline
data/Four Seasons Place - Kuala Lumpur/2024.jpg,127.5832709,125.4467282,118.6445851,80.28307656,78.34093571,81.97328178,individual
data/Wilshire Grand Center/9235.jpg,144.6331719,141.1928382,136.3325983,64.96654899,63.40037656,62.07931307,individual
data/Salesforce Tower/8307.jpg,113.1314596,110.8520012,109.2278035,54.38190515,55.09513007,55.14995216,individual
data/Wilshire Grand Center/13680.jpg,97.0842742,124.9672466,149.938231,65.89440989,55.79546494,66.20336749,skyline
data/Wilshire Grand Center/3731.jpg,108.9136902,101.9116338,105.0731434,63.4506347,60.105701,65.19645733,individual
data/Wilshire Grand Center/13140.jpg,118.5995161,117.6058146,117.4068519,74.19546323,74.69164676,74.50491315,individual
data/Four Seasons Place - Kuala Lumpur/1207.jpg,66.84457786,60.6567247,73.06753723,41.23256446,34.96173495,45.89307188,skyline
data/Comcast Center - Philadelphia/5257.jpg,135.8160417,149.5370768,168.9001027,60.88732323,60.76075583,60.83384907,individual
data/Four Seasons Place - Kuala Lumpur/2854.jpg,130.7049623,133.1437277,134.4606229,83.63985302,84.27512111,88.76215764,individual
data/Wilshire Grand Center/14677.jpg,46.01555758,45.8775598,47.53010084,28.59049825,27.01270513,25.29745027,skyline
data/Salesforce Tower/3914.jpg,111.2719193,116.5968666,130.1348445,48.2760359,52.45952997,68.62464457,individual
data/Wilshire Grand Center/14729.jpg,73.10195225,100.961676,128.7666245,41.3378425,52.87315745,70.20048859,skyline
data/Four Seasons Place - Kuala Lumpur/2131.jpg,92.23772558,96.32492447,93.41119385,76.52460811,74.33265927,75.2649389,individual
data/Four Seasons Place - Kuala Lumpur/2087.jpg,48.84061305,40.85254669,42.98875936,39.03476773,28.642686,30.12728689,individual
data/Wilshire Grand Center/16551.jpg,86.28635833,83.15262222,79.89625278,47.55691855,49.14360387,49.60824467,individual
data/Four Seasons Place - Kuala Lumpur/1914.jpg,130.7049623,133.1437277,134.4606229,83.63985302,84.27512111,88.76215764,individual
data/Four Seasons Place - Kuala Lumpur/1084.jpg,127.5832709,125.4467282,118.6445851,80.28307656,78.34093571,81.97328178,skyline
data/Wilshire Grand Center/14506.jpg,109.7257508,126.2628066,139.2688781,68.27012029,75.11202757,85.8703504,individual
data/Wilshire Grand Center/14412.jpg,81.86784601,74.94896082,60.39002349,60.63134795,56.40877617,53.11880807,skyline
data/Salesforce Tower/8343.jpg,121.3125928,114.4095993,106.5848656,72.46134637,73.71476889,73.67079352,skyline
data/Wilshire Grand Center/15987.jpg,138.6926759,135.2597999,130.2015665,74.1411918,62.84604479,69.07288708,skyline
data/Four Seasons Place - Kuala Lumpur/3047.jpg,100.4301453,78.69395752,58.25690765,67.23508498,52.40087962,36.1583444,skyline
data/Four Seasons Place - Kuala Lumpur/969.jpg,128.4391556,129.2906151,125.0392253,70.229666,70.52907334,72.27521308,skyline
data/Wilshire Grand Center/3369.jpg,130.5419583,133.3899938,139.6681625,75.06050749,75.37507489,75.89537585,individual
data/Comcast Center - Philadelphia/3054.jpg,113.1026248,135.8279835,155.6714921,48.17862896,42.69418969,49.59448685,individual
data/Wilshire Grand Center/8527.jpg,95.09741974,105.3902334,119.2656949,82.40135115,77.85965839,80.00440808,individual
data/Salesforce Tower/8446.jpg,67.9015093,61.49194426,62.26581365,45.06344854,41.34125766,38.25177283,individual
data/Salesforce Tower/8146.jpg,105.5261024,125.2112008,135.0659346,63.32277065,50.35010216,48.30418561,skyline
data/Salesforce Tower/4432.jpg,68.0908103,59.47651389,82.54356069,65.15718238,61.22292213,47.11150401,skyline
data/Wilshire Grand Center/14713.jpg,95.11952082,108.030894,115.8875656,52.14321755,56.4305295,68.96307233,skyline
data/Wilshire Grand Center/6423.jpg,126.8637103,125.40662,120.3704222,63.04803069,61.33351787,59.57886449,individual
data/Four Seasons Place - Kuala Lumpur/1924.jpg,93.98660439,132.0592491,147.0551051,54.45492955,60.52774109,75.79805433,individual
data/China Resources HQ - Shenzhen/612.jpg,138.0487829,133.4134149,136.7819042,73.52761339,67.24320909,66.81832308,individual
data/China Resources HQ - Shenzhen/231.jpg,147.4950065,165.6199775,177.3185125,48.92945757,46.12384838,61.12321209,skyline
data/Four Seasons Place - Kuala Lumpur/2977.jpg,92.23772558,96.32492447,93.41119385,76.52460811,74.33265927,75.2649389,individual
data/Wilshire Grand Center/13392.jpg,119.5695034,119.2720477,114.5186941,93.62711662,93.57527332,95.48882346,individual
data/Four Seasons Place - Kuala Lumpur/708.jpg,127.5832709,125.4467282,118.6445851,80.28307656,78.34093571,81.97328178,individual
data/Wilshire Grand Center/14994.jpg,154.7636264,135.61238,109.1068796,85.78293439,80.96832292,64.78626896,individual
data/Comcast Center - Philadelphia/4009.jpg,130.8059018,125.0415926,112.749011,58.00955216,58.4693519,58.16597375,individual
data/Wilshire Grand Center/13388.jpg,111.0478372,110.3737501,108.7906541,87.84765233,88.54240156,88.98427442,individual
data/Comcast Center - Philadelphia/5098.jpg,92.72186788,94.5604159,97.03610865,74.96974913,79.16245521,78.20806705,individual
data/Salesforce Tower/9799.jpg,62.09843674,69.80026474,79.07774048,51.70661218,55.1840227,56.71560875,individual
data/Wilshire Grand Center/16546.jpg,164.5704841,158.1905355,156.1152687,37.22618977,32.33015421,26.87710097,skyline
data/Wilshire Grand Center/12756.jpg,126.322356,111.9548002,109.6778221,50.52820466,54.36459802,64.69461206,skyline
data/Wilshire Grand Center/16260.jpg,92.30339929,85.53401417,79.30575366,66.38128258,67.08339155,65.22670775,skyline
data/Wilshire Grand Center/12270.jpg,64.84219275,69.78024654,81.66680313,60.57060781,67.6874291,82.34524404,individual
data/Four Seasons Place - Kuala Lumpur/3540.jpg,110.3377037,116.5088565,116.9336027,79.86729329,83.42894923,89.9179635,individual
data/Four Seasons Place - Kuala Lumpur/1607.jpg,110.0481297,110.1322331,110.8612079,74.7809893,77.04723453,80.57501438,individual
data/Wilshire Grand Center/12649.jpg,90.61167292,94.02239583,94.07823542,89.393986,88.76675193,90.47894125,individual
data/Wilshire Grand Center/10352.jpg,124.5515556,123.3033278,122.456875,83.88204286,83.9239063,83.72257572,individual
data/Comcast Center - Philadelphia/13.jpg,129.3280819,130.3066075,108.0021992,59.02400642,52.44586686,40.80646322,skyline
data/Wilshire Grand Center/12341.jpg,83.07421304,94.87219167,88.44666455,69.56941151,65.84028614,56.27186661,individual
data/Wilshire Grand Center/13420.jpg,68.30088125,81.73646667,100.0394021,51.40788965,62.84240845,77.3459596,individual
data/Wilshire Grand Center/10158.jpg,130.1847548,139.7785991,139.1574954,76.95104775,72.61970605,70.17633528,individual
data/Salesforce Tower/9566.jpg,112.3785521,108.9333154,123.5706316,70.38244047,80.75258693,78.82760203,individual
data/Salesforce Tower/6144.jpg,108.1277387,106.2374613,107.42176,65.71526124,65.12055754,66.03479783,skyline
data/Four Seasons Place - Kuala Lumpur/3136.jpg,130.7049623,133.1437277,134.4606229,83.63985302,84.27512111,88.76215764,individual
data/Wilshire Grand Center/12955.jpg,114.2370388,123.9122692,139.6132908,65.23273649,61.42257266,71.49813659,skyline
data/Wilshire Grand Center/8449.jpg,130.5309677,129.896155,128.072361,88.28259246,87.21541335,86.83672441,individual
data/Wilshire Grand Center/16212.jpg,138.803288,145.2033993,153.1152976,49.529177,53.58701554,64.08054955,skyline
data/Wilshire Grand Center/11627.jpg,118.9305347,121.476377,129.6437598,78.85347763,82.46946581,84.56477314,skyline
data/Wilshire Grand Center/15903.jpg,148.3836638,148.6399296,144.4340566,73.24213667,70.06094866,78.90354579,individual
data/Four Seasons Place - Kuala Lumpur/737.jpg,66.84457786,60.6567247,73.06753723,41.23256446,34.96173495,45.89307188,skyline
data/Four Seasons Place - Kuala Lumpur/2798.jpg,66.84457786,60.6567247,73.06753723,41.23256446,34.96173495,45.89307188,skyline
data/Four Seasons Place - Kuala Lumpur/2577.jpg,100.4301453,78.69395752,58.25690765,67.23508498,52.40087962,36.1583444,skyline
data/Four Seasons Place - Kuala Lumpur/3428.jpg,93.98660439,132.0592491,147.0551051,54.45492955,60.52774109,75.79805433,skyline
data/Wilshire Grand Center/10470.jpg,139.2284173,135.5136651,132.2036048,69.83879397,69.59413411,69.54585179,individual
data/Comcast Center - Philadelphia/4132.jpg,103.4506878,103.4506878,103.4506878,63.4276867,63.4276867,63.4276867,individual
data/Salesforce Tower/9125.jpg,113.4818357,92.61001333,84.02276611,55.06691168,55.01905416,52.93217827,individual
data/China Resources HQ - Shenzhen/320.jpg,146.4051474,158.5535044,164.0465681,49.08202096,43.66097738,60.83706438,skyline
data/Four Seasons Place - Kuala Lumpur/1439.jpg,128.4391556,129.2906151,125.0392253,70.229666,70.52907334,72.27521308,skyline
data/Wilshire Grand Center/13629.jpg,50.87866372,55.27606017,68.08746924,53.73618477,43.55620952,46.60519832,skyline
data/Four Seasons Place - Kuala Lumpur/1167.jpg,100.4301453,78.69395752,58.25690765,67.23508498,52.40087962,36.1583444,skyline
data/Four Seasons Place - Kuala Lumpur/3446.jpg,110.3377037,116.5088565,116.9336027,79.86729329,83.42894923,89.9179635,individual
data/Wilshire Grand Center/16265.jpg,104.8271228,136.305751,130.9928695,92.60810582,99.51065723,97.2609578,skyline
data/Wilshire Grand Center/14995.jpg,107.8759854,95.04255736,79.60782339,103.4875525,90.6008646,74.38729155,individual
data/Four Seasons Place - Kuala Lumpur/217.jpg,128.4391556,129.2906151,125.0392253,70.229666,70.52907334,72.27521308,skyline
data/Comcast Center - Philadelphia/4783.jpg,115.931888,110.999874,100.3197375,67.84085831,65.04686778,61.24213752,individual
data/Wilshire Grand Center/17130.jpg,108.3605273,123.3208402,163.171677,67.6396392,56.83655317,56.64875376,individual
data/Wilshire Grand Center/12956.jpg,133.9442451,157.7865124,181.3102081,77.20642174,62.2975031,61.99965625,individual
data/Salesforce Tower/7706.jpg,95.77659668,91.28483643,82.21553467,74.90848944,70.82649915,67.91861925,skyline
data/China Resources HQ - Shenzhen/455.jpg,163.9440223,163.4615987,157.9762946,79.74129502,80.54657472,81.18309197,individual
data/Four Seasons Place - Kuala Lumpur/3492.jpg,111.3595761,109.2382036,110.4478461,74.19376024,68.5016891,66.81860282,skyline
data/Wilshire Grand Center/14407.jpg,100.1972656,112.7777049,133.5023075,57.37827252,61.65550784,73.15562015,individual
data/Wilshire Grand Center/10966.jpg,146.9485984,148.8599933,145.5505684,73.96573873,75.20616141,82.601567,skyline
data/Four Seasons Place - Kuala Lumpur/103.jpg,110.0481297,110.1322331,110.8612079,74.7809893,77.04723453,80.57501438,individual
data/Wilshire Grand Center/11399.jpg,69.13434955,63.82168369,73.23032577,32.81310602,28.96855409,33.64971725,skyline
data/Wilshire Grand Center/14406.jpg,96.41259596,101.9561734,112.9579841,64.87846615,63.97285271,67.43522824,individual
data/Salesforce Tower/8119.jpg,112.094808,111.552054,103.836512,86.74853849,82.83114212,80.83285787,individual